Date,Open,High,Low,Close,Adj Close,Volume
2017-09-18,12.770000,13.300000,12.740000,13.080000,13.080000,83517400
2017-09-19,13.250000,13.290000,12.880000,13.120000,13.120000,65455200
2017-09-20,13.070000,13.800000,12.800000,13.740000,13.740000,102682400
2017-09-21,14.000000,14.240000,13.320000,13.410000,13.410000,166821900
2017-09-22,13.200000,13.400000,13.120000,13.300000,13.300000,50547000
2017-09-25,13.250000,13.280000,12.490000,12.610000,12.610000,84172200
2017-09-26,12.850000,12.930000,12.430000,12.450000,12.450000,68302000
2017-09-27,12.650000,12.870000,12.500000,12.740000,12.740000,59947200
2017-09-28,12.760000,12.840000,12.550000,12.740000,12.740000,35812300
2017-09-29,12.770000,12.820000,12.600000,12.750000,12.750000,33926900
2017-10-02,12.800000,12.850000,12.620000,12.710000,12.710000,34461100
2017-10-03,12.730000,13.480000,12.700000,13.420000,13.420000,85174000
2017-10-04,13.310000,13.500000,13.150000,13.310000,13.310000,42303200
2017-10-05,13.380000,13.460000,13.210000,13.340000,13.340000,34758600
2017-10-06,13.220000,13.390000,13.180000,13.230000,13.230000,28258700
2017-10-09,13.260000,13.830000,13.260000,13.470000,13.470000,54032500
2017-10-10,13.720000,13.790000,13.440000,13.700000,13.700000,43304000
2017-10-11,13.620000,13.960000,13.610000,13.880000,13.880000,38746600
2017-10-12,13.850000,14.370000,13.810000,14.200000,14.200000,69874100
2017-10-13,14.320000,14.410000,14.120000,14.220000,14.220000,37515800
2017-10-16,14.250000,14.350000,14.120000,14.260000,14.260000,34136800
2017-10-17,14.240000,14.350000,14.140000,14.160000,14.160000,28995600
2017-10-18,14.200000,14.280000,13.760000,14.070000,14.070000,39020300
2017-10-19,13.850000,14.040000,13.690000,13.950000,13.950000,33795700
2017-10-20,14.030000,14.090000,13.800000,13.810000,13.810000,32538900
2017-10-23,13.940000,14.190000,13.900000,14.100000,14.100000,49838000
2017-10-24,14.200000,14.360000,14.150000,14.250000,14.250000,84891600
2017-10-25,12.950000,13.130000,12.290000,12.330000,12.330000,166762100
2017-10-26,12.450000,12.460000,12.000000,12.010000,12.010000,87625400
2017-10-27,12.170000,12.190000,11.350000,11.840000,11.840000,115650400
2017-10-30,11.260000,11.420000,10.650000,10.890000,10.890000,137785100
2017-10-31,10.760000,11.310000,10.690000,10.990000,10.990000,78600000
2017-11-01,11.250000,11.290000,10.720000,10.800000,10.800000,66875500
2017-11-02,10.870000,10.990000,10.660000,10.850000,10.850000,47942500
2017-11-03,10.950000,11.130000,10.820000,11.120000,11.120000,44264300
2017-11-06,12.040000,12.090000,11.640000,11.930000,11.930000,96349800
2017-11-07,11.940000,12.270000,11.920000,12.050000,12.050000,67900200
2017-11-08,11.940000,11.950000,11.510000,11.710000,11.710000,59065000
2017-11-09,11.250000,11.350000,11.030000,11.120000,11.120000,76821200
2017-11-10,11.220000,11.430000,11.120000,11.260000,11.260000,50209900
2017-11-13,11.180000,11.200000,10.920000,11.090000,11.090000,54068300
2017-11-14,11.030000,11.260000,11.000000,11.120000,11.120000,37245000
2017-11-15,11.010000,11.130000,10.770000,11.070000,11.070000,33524700
2017-11-16,11.130000,11.320000,11.130000,11.250000,11.250000,31800400
2017-11-17,11.300000,11.750000,11.280000,11.380000,11.380000,56775600
2017-11-20,11.470000,11.510000,11.190000,11.340000,11.340000,35960200
2017-11-21,11.420000,11.490000,11.240000,11.400000,11.400000,31881700
2017-11-22,11.410000,11.490000,11.300000,11.370000,11.370000,23816500
2017-11-24,11.380000,11.420000,11.300000,11.380000,11.380000,11035800
2017-11-27,11.340000,11.740000,11.340000,11.550000,11.550000,41798300
2017-11-28,11.450000,11.540000,11.000000,11.170000,11.170000,65325700
2017-11-29,11.080000,11.170000,10.730000,10.830000,10.830000,63333800
2017-11-30,10.870000,11.030000,10.760000,10.890000,10.890000,43205000
2017-12-01,10.810000,10.970000,10.530000,10.730000,10.730000,42128800
2017-12-04,10.850000,10.860000,9.820000,10.030000,10.030000,97328300
2017-12-05,9.890000,10.340000,9.700000,9.910000,9.910000,67304100
2017-12-06,9.900000,10.050000,9.710000,10.000000,10.000000,38952200
2017-12-07,10.070000,10.190000,9.950000,10.040000,10.040000,32665600
2017-12-08,10.150000,10.200000,9.920000,9.940000,9.940000,34897000
2017-12-11,9.970000,10.160000,9.960000,10.160000,10.160000,29956400
2017-12-12,10.130000,10.140000,9.880000,9.900000,9.900000,36211000
2017-12-13,9.970000,10.210000,9.950000,10.110000,10.110000,41494800
2017-12-14,10.100000,10.170000,9.960000,10.130000,10.130000,29006800
2017-12-15,10.130000,10.320000,10.020000,10.290000,10.290000,45462300
2017-12-18,10.600000,11.000000,10.510000,10.980000,10.980000,63568100
